français#@#champignons sur la peau#@#1305#@#248#@#556#@#40;pije#@#vhethèm (T)#@#1296#@#1027#@#256#@#38;fwâi#@#vherhèm#@#1295#@#1560#@#165#@#34;nemi 1 (Temala)#@#fetnem#@#1293#@#2091#@#141#@#33;nemi 2 (côte est)#@#fenem#@#1287#@#2625#@#116#@#35;73
français#@#verrue#@#1385#@#245#@#144#@#22;fwâi#@#thämaa-n nuk#@#1367#@#1560#@#286#@#34;nemi 2 (côte est)#@#thic#@#1359#@#2624#@#91#@#34;73
français#@#tachetée, colorée, marbrée (peau, feuille)#@#1447#@#251#@#623#@#85;nemi 2 (côte est)#@#hlangen#@#1433#@#2624#@#167#@#39;jawe#@#hlangen#@#1430#@#3157#@#166#@#39;73
français#@#muguet (boutons sur la langue des bébés)#@#1565#@#244#@#657#@#88;pije#@#thap (T)#@#1560#@#1027#@#183#@#43;fwâi#@#thap#@#1560#@#1560#@#93#@#40;nemi 1 (Temala)#@#thap#@#1558#@#2093#@#93#@#39;nemi 2 (côte est)#@#thap#@#1554#@#2624#@#94#@#39;jawe#@#thap#@#1549#@#3157#@#94#@#41;73
français#@#varicelle#@#1685#@#246#@#218#@#30;pije#@#pwanjarulen (T)#@#1681#@#1027#@#377#@#40;fwâi#@#pwenjarulen#@#1679#@#1558#@#288#@#41;nemi 1 (Temala)#@#pwenjarulen#@#1678#@#2091#@#287#@#42;nemi 2 (côte est)#@#pwenjarulen#@#1675#@#2624#@#288#@#39;73
français#@#furoncle#@#1758#@#251#@#190#@#47;pije#@#wWahlom || (T) (error)#@#1755#@#1025#@#143#@#32;fwâi#@#wahlom/ hmwabwen#@#1753#@#1557#@#386#@#33;nemi 1 (Temala)#@#wahlom#@#1751#@#2090#@#142#@#33;nemi 2 (côte est)#@#walom#@#1748#@#2623#@#118#@#32;jawe#@#waltom#@#1747#@#3154#@#120#@#32;73
français#@#bouton de fièvre#@#1827#@#246#@#388#@#32;pije#@#thikulook (T)#@#1823#@#1028#@#303#@#35;fwâi#@#thiulook#@#1823#@#1560#@#189#@#33;nemi 1 (Temala)#@#thikulLook#@#1822#@#2091#@#213#@#33;nemi 2 (côte est)#@#thixulook#@#1819#@#2625#@#212#@#33;jawe#@#thixulook#@#1817#@#3157#@#212#@#34;73
français#@#abcès#@#1902#@#248#@#118#@#31;nemi 1 (Temala)#@#hipalovic#@#1894#@#2091#@#212#@#42;nemi 2 (côte est)#@#hivaloi#@#1892#@#2624#@#159#@#33;jawe#@#hialoi (Y)#@#1888#@#3157#@#230#@#37;73
français#@#acné juvénile#@#1972#@#248#@#312#@#37;fwâi#@#hmura#@#1970#@#1558#@#117#@#32;nemi 1 (Temala)#@#hitna#@#1970#@#2093#@#115#@#32;nemi 2 (côte est)#@#hmura#@#1966#@#2624#@#117#@#33;jawe#@#hmura#@#1964#@#3157#@#115#@#33;73
français#@#chancre#@#2048#@#248#@#165#@#30;pije#@#tonga#@#2048#@#1027#@#117#@#36;fwâi#@#tonga#@#2048#@#1558#@#116#@#36;nemi 1 (Temala)#@#tonga#@#2048#@#2091#@#116#@#34;nemi 2 (côte est)#@#tonga#@#2043#@#2624#@#114#@#38;jawe#@#tonga#@#2042#@#3157#@#115#@#38;73
français#@#lèpre#@#2120#@#251#@#113#@#34;pije#@#katia#@#2115#@#1028#@#114#@#32;fwâi#@#katia#@#2115#@#1560#@#114#@#32;nemi 1 (Temala)#@#kathia#@#2114#@#2093#@#139#@#33;nemi 2 (côte est)#@#katia#@#2113#@#2625#@#114#@#31;jawe#@#katia#@#2108#@#3157#@#115#@#36;73
français#@#éléphantiasis#@#2187#@#249#@#310#@#42;pije#@#kho#@#2186#@#1028#@#68#@#33;fwâi#@#kho#@#2186#@#1560#@#68#@#33;nemi 1 (Temala)#@#kho#@#2186#@#2093#@#67#@#33;nemi 2 (côte est)#@#kho#@#2183#@#2625#@#68#@#33;jawe#@#kho#@#2182#@#3157#@#69#@#33;73
français#@#cicatrice, sa cicatrice#@#2261#@#248#@#556#@#36;pije#@#kavi-n (T)#@#2257#@#1028#@#231#@#34;fwâi#@#kavi-n#@#2259#@#1560#@#141#@#31;nemi 1 (Temala)#@#kavi-n#@#2258#@#2093#@#139#@#32;nemi 2 (côte est)#@#kave-aman, kavi-n#@#2254#@#2625#@#407#@#34;jawe#@#hmane-n#@#2254#@#3158#@#165#@#34;73
français#@#cicatrisé#@#2333#@#248#@#214#@#33;nemi 1 (Temala)#@#patek#@#2330#@#2091#@#117#@#42;nemi 2 (côte est)#@#parek#@#2327#@#2625#@#116#@#41;73
français#@#couler (sang)#@#2402#@#249#@#306#@#45;pije#@#tuut kutaa-n#@#2401#@#1027#@#287#@#36;fwâi#@#(T) tuut Kkuraa-n#@#2402#@#1371#@#474#@#36;nemi 1 (Temala)#@#tuut kutaa-n#@#2402#@#2091#@#287#@#36;nemi 2 (côte est)#@#tuut kuraa-n#@#2401#@#2624#@#287#@#34;jawe#@#cuut kuraa-n#@#2402#@#3158#@#287#@#33;73
français#@#avoir la colique#@#2478#@#248#@#383#@#41;pije#@#tuut we Le jia-n (T)#@#2475#@#1026#@#473#@#41;fwâi#@#tuut we Le jie-n#@#2478#@#1558#@#382#@#39;nemi 1 (Temala)#@#tuut we Le jie-n#@#2477#@#2091#@#383#@#39;nemi 2 (côte est)#@#tuut we le jie-n#@#2474#@#2623#@#384#@#39;jawe#@#cuut we Le jie-n#@#2474#@#3158#@#382#@#40;73
français#@#constipé#@#2549#@#249#@#189#@#40;pije#@#hyam (T)#@#2546#@#1027#@#206#@#40;fwâi#@#hyam#@#2549#@#1558#@#93#@#39;nemi 1 (Temala)#@#hyam#@#2550#@#2091#@#92#@#39;nemi 2 (côte est)#@#hyam#@#2549#@#2624#@#92#@#39;jawe#@#hyam#@#2547#@#3157#@#92#@#39;73
français#@#bave#@#2619#@#246#@#94#@#31;pije#@#thavayuk#@#2618#@#1026#@#188#@#40;fwâi#@#thavayuk#@#2619#@#1557#@#189#@#42;nemi 1 (Temala)#@#thavayuk#@#2621#@#2090#@#190#@#39;nemi 2 (côte est)#@#thavayuk#@#2621#@#2624#@#189#@#39;jawe#@#thaayuk (Y) thaaük (W)#@#2617#@#3157#@#256#@#85;73
français#@#qui dépérit, tuberculeux (= fané)#@#2736#@#248#@#576#@#88;fwâi#@#biny/ mabiny#@#2746#@#1555#@#287#@#45;nemi 1 (Temala)#@#biny/ mabiny#@#2752#@#2090#@#285#@#42;nemi 2 (côte est)#@#biny/ mabiny#@#2755#@#2623#@#285#@#43;jawe#@#biny/ mabiny#@#2761#@#3155#@#287#@#43;73
français#@#tousser#@#490#@#134#@#160#@#26;pije#@#pup#@#491#@#897#@#69#@#32;fwâi#@#pup#@#491#@#1420#@#69#@#30;nemi 1 (Temala)#@#pup#@#491#@#1943#@#69#@#30;nemi 2 (côte est)#@#pup#@#491#@#2467#@#69#@#29;jawe#@#pup#@#491#@#2993#@#69#@#30;74
français#@#médicament#@#749#@#130#@#234#@#32;pije#@#hyatik#@#747#@#894#@#137#@#40;fwâi#@#hyarik#@#747#@#1414#@#139#@#40;nemi 1 (Temala)#@#hyatik#@#746#@#1937#@#140#@#41;nemi 2 (côte est)#@#hyarik#@#749#@#2463#@#138#@#40;jawe#@#hyarik:#@#743#@#2988#@#159#@#46;74
français#@#aller cueillir des plantes à vertus magiques#@#819#@#130#@#667#@#90;fwâi#@#hen po-hyarik#@#818#@#1414#@#304#@#42;nemi 1 (Temala)#@#caap#@#828#@#1937#@#92#@#32;nemi 2 (côte est)#@#caap#@#830#@#2463#@#91#@#33;jawe#@#caap#@#830#@#2987#@#92#@#33;74
français#@#drogues, plantes médicinales, simples#@#939#@#127#@#621#@#88;pije#@#baup (T)#@#936#@#890#@#182#@#41;fwâi#@#baup#@#939#@#1411#@#94#@#38;nemi 1 (Temala)#@#baup#@#939#@#1934#@#94#@#38;nemi 2 (côte est)#@#baup#@#936#@#2458#@#96#@#36;jawe#@#baup#@#936#@#2984#@#92#@#36;74
français#@#soigner (ex. une coupure)#@#1059#@#125#@#588#@#43;fwâi#@#civa#@#1056#@#1411#@#91#@#34;nemi 1 (Temala)#@#civa#@#1057#@#1934#@#91#@#35;nemi 2 (côte est)#@#civa cia#@#1054#@#2458#@#234#@#34;jawe#@#ca#@#1063#@#2983#@#67#@#25;74
français#@#inciser (= saigner un bois, castrer le bétail)#@#1132#@#124#@#632#@#82;pije#@#patie#@#1132#@#889#@#115#@#38;fwâi#@#parie#@#1129#@#1410#@#115#@#41;nemi 1 (Temala)#@#patie#@#1131#@#1933#@#116#@#40;nemi 2 (côte est)#@#parie#@#1131#@#2457#@#115#@#40;74
français#@#opérer, couper#@#1253#@#124#@#328#@#38;pije#@#hyei#@#1250#@#887#@#85#@#39;fwâi#@#hyei#@#1245#@#1408#@#86#@#62;nemi 1 (Temala)#@#hyei#@#1249#@#1931#@#85#@#39;nemi 2 (côte est)#@#hyei#@#1250#@#2457#@#84#@#41;jawe#@#hyei#@#1250#@#2980#@#86#@#40;74
français#@#crachoter des feuilles#@#1322#@#121#@#520#@#33;pije#@#xhuli (aman)#@#1319#@#886#@#276#@#35;fwâi#@#(T) khuli (Caman)#@#1316#@#1224#@#461#@#37;nemi 1 (Temala)#@#xhuli (aman)#@#1318#@#1930#@#278#@#36;nemi 2 (côte est)#@#khuli (aman)#@#1318#@#2456#@#276#@#36;jawe#@#khuli (aman)#@#1319#@#2980#@#278#@#35;74
français#@#frotter (avec des plantes)#@#1445#@#121#@#612#@#40;fwâi#@#thaï (Caman)#@#1442#@#1404#@#254#@#33;nemi 1 (Temala)#@#thai (aman)#@#1443#@#1927#@#255#@#32;nemi 2 (côte est)#@#thaï C(aman)#@#1445#@#2453#@#253#@#31;74
français#@#son effet, son résultat (médicament)#@#1518#@#121#@#543#@#85;fwâi#@#hamve-n#@#1514#@#1404#@#163#@#34;nemi 1 (Temala)#@#hawëè-n#@#1514#@#1928#@#139#@#33;nemi 2 (côte est)#@#hamwen#@#1515#@#2451#@#140#@#32;jawe#@#hamwe-n#@#1514#@#2977#@#163#@#32;74
français#@#prescription médicale, régime, interdits alimentaires#@#1636#@#118#@#706#@#82;pije#@#hitoo-n || (T) (error)#@#1635#@#881#@#165#@#34;fwâi#@#hiroo-n#@#1634#@#1403#@#164#@#35;nemi 1 (Temala)#@#hitoo-n#@#1633#@#1926#@#162#@#35;nemi 2 (côte est)#@#hiroo-n#@#1635#@#2448#@#166#@#34;jawe#@#hiroo-n#@#1636#@#2974#@#163#@#33;74
jawe#@#pain/ koi juu-n#@#876#@#3148#@#359#@#46;français#@#nu#@#929#@#239#@#46#@#22;pije#@#pae-aman/ koi juu-n#@#907#@#1018#@#455#@#42;fwâi#@#pae-aman/ koi juu-n#@#900#@#1550#@#456#@#43;nemi 1 (Temala)#@#paye-aman#@#904#@#2083#@#214#@#34;nemi 2 (côte est)#@#paye-aman/ koi juu-n#@#883#@#2615#@#482#@#46;75
français#@#s'habiller, se vêtir#@#988#@#243#@#479#@#39;pije#@#po-mweeng ((T)#@#978#@#1020#@#302#@#44;fwâi#@#po-mweeng#@#984#@#1551#@#215#@#31;nemi 1 (Temala)#@#pmwa mweeng#@#976#@#2084#@#262#@#34;nemi 2 (côte est)#@#po-mweeng#@#969#@#2618#@#212#@#32;jawe#@#po-mweeng#@#960#@#3150#@#213#@#34;75
français#@#se préparer#@#1063#@#245#@#261#@#40;pije#@#papang (T)#@#1053#@#1021#@#232#@#43;fwâi#@#pavang#@#1060#@#1554#@#141#@#30;nemi 1 (Temala)#@#papang#@#1051#@#2087#@#141#@#33;nemi 2 (côte est)#@#pavang#@#1043#@#2620#@#140#@#34;jawe#@#pavang#@#1035#@#3151#@#143#@#36;75
français#@#enfiler (un vêtement)#@#1133#@#248#@#498#@#39;pije#@#tuut thè-n (T)#@#1122#@#1025#@#329#@#39;fwâi#@#tuut Le khäu-n#@#1120#@#1555#@#314#@#36;nemi 1 (Temala)#@#tuut tne-n#@#1119#@#2090#@#237#@#32;nemi 2 (côte est)#@#tuut Le knau-n#@#1107#@#2621#@#336#@#35;jawe#@#cuut Le digu-n#@#1099#@#3154#@#336#@#40;75
français#@#enfiler (un jupon)#@#1207#@#248#@#428#@#39;pije#@#hwa juu-n (T)#@#1198#@#1025#@#303#@#42;fwâi#@#hwa juu-n#@#1195#@#1558#@#215#@#39;nemi 1 (Temala)#@#hwa juu-n#@#1189#@#2091#@#213#@#39;nemi 2 (côte est)#@#hwua juu-n#@#1182#@#2623#@#214#@#39;jawe#@#hwa juu-n#@#1175#@#3155#@#214#@#41;75
français#@#ses vêtements#@#1277#@#252#@#308#@#32;pije#@#deu-n (T)#@#1270#@#1024#@#210#@#35;fwâi#@#khäu-n (= sa natte)#@#1266#@#1561#@#450#@#36;nemi 1 (Temala)#@#deu-n#@#1264#@#2088#@#121#@#32;nemi 2 (côte est)#@#knau-n (=sa natte)#@#1250#@#2627#@#423#@#42;jawe#@#digu-n#@#1248#@#3155#@#145#@#41;75
français#@#vêtements (modernes)#@#1349#@#248#@#479#@#38;pije#@#deve-aman (T)#@#1342#@#1027#@#307#@#38;fwâi#@#deve-aman#@#1341#@#1560#@#217#@#33;nemi 1 (Temala)#@#deve-aman#@#1336#@#2094#@#216#@#35;nemi 2 (côte est)#@#deve-aman#@#1329#@#2625#@#217#@#35;jawe#@#dive-aman#@#1322#@#3158#@#217#@#35;75
français#@#ses affaires#@#1421#@#255#@#285#@#32;pije#@#naamu-n#@#1424#@#1030#@#191#@#25;fwâi#@#naamuu-n#@#1420#@#1563#@#191#@#24;nemi 1 (Temala)#@#naamuu-n#@#1416#@#2097#@#190#@#26;nemi 2 (côte est)#@#neamuu-n#@#1411#@#2628#@#191#@#25;jawe#@#naamuu-n#@#1404#@#3161#@#190#@#26;75
français#@#sa jupe, son jupon#@#1493#@#256#@#434#@#41;pije#@#juu-n#@#1489#@#1037#@#112#@#39;fwâi#@#juu-n#@#1485#@#1568#@#114#@#39;nemi 1 (Temala)#@#juu-n#@#1480#@#2103#@#114#@#41;nemi 2 (côte est)#@#juu-n#@#1475#@#2634#@#114#@#41;jawe#@#juu-n#@#1469#@#3167#@#112#@#40;75
français#@#jupon (moderne)#@#1564#@#257#@#355#@#42;pije#@#mada (T)#@#1558#@#1033#@#186#@#36;fwâi#@#mada#@#1555#@#1565#@#94#@#35;nemi 1 (Temala)#@#mada#@#1552#@#2100#@#92#@#35;nemi 2 (côte est)#@#mada#@#1547#@#2631#@#93#@#34;jawe#@#mada#@#1541#@#3164#@#92#@#35;75
français#@#jupe en corde très courte (traditionnelle)#@#1636#@#259#@#604#@#82;pije#@#jakhi (T7)#@#1629#@#1041#@#203#@#40;fwâi#@#jahi#@#1627#@#1573#@#83#@#41;nemi 1 (Temala)#@#jakni#@#1623#@#2106#@#106#@#42;nemi 2 (côte est)#@#jangi#@#1620#@#2638#@#107#@#39;75
français#@#bagayou#@#1758#@#259#@#169#@#36;pije#@#thiwa#@#1753#@#1040#@#115#@#31;fwâi#@#thiwa#@#1750#@#1573#@#116#@#31;nemi 1 (Temala)#@#thivwa#@#1745#@#2106#@#116#@#34;nemi 2 (côte est)#@#thiva#@#1741#@#2638#@#116#@#33;jawe#@#thiwa#@#1735#@#3170#@#117#@#35;75
français#@#étoffe moderne, ‘'manou#@#1826#@#265#@#549#@#40;pije#@#imwaano (T)#@#1823#@#1046#@#252#@#35;fwâi#@#imwaano#@#1823#@#1576#@#164#@#32;nemi 1 (Temala)#@#cii-n danu#@#1820#@#2107#@#238#@#33;nemi 2 (côte est)#@#imwaano#@#1816#@#2643#@#163#@#33;75
français#@#couverture#@#1904#@#264#@#240#@#26;pije#@#hyakhèn#@#1897#@#1043#@#165#@#39;fwâi#@#hyahèn#@#1894#@#1576#@#141#@#40;nemi 1 (Temala)#@#hyaknen#@#1892#@#2108#@#166#@#39;nemi 2 (côte est)#@#hyangen#@#1890#@#2643#@#164#@#38;jawe#@#hyabwen (T) hyawen (W)#@#1881#@#3174#@#257#@#91;75
français#@#plissé, froissé#@#2018#@#268#@#360#@#39;pije#@#cigadai (T)#@#2013#@#1048#@#254#@#42;fwâi#@#hmwet#@#2016#@#1578#@#114#@#32;nemi 2 (côte est)#@#hmuet#@#2010#@#2644#@#116#@#33;jawe#@#hmwet#@#2006#@#3177#@#114#@#33;75
français#@#ceinture, sa ceinture#@#2087#@#271#@#504#@#40;pije#@#wân-jic (T)#@#2084#@#1047#@#258#@#42;fwâi#@#wà Le jie-n#@#2082#@#1578#@#267#@#42;nemi 1 (Temala)#@#wänjie-n#@#2081#@#2113#@#214#@#42;nemi 2 (côte est)#@#wônjie-n#@#2079#@#2646#@#216#@#41;jawe#@#wênjie-n#@#2077#@#3177#@#216#@#41;75
français#@#ceinture de danse#@#2159#@#274#@#407#@#33;nemi 1 (Temala)#@#wâän-buwahnu#@#2156#@#2114#@#239#@#33;nemi 2 (côte est)#@#wän-bwanu#@#2154#@#2647#@#215#@#32;jawe#@#wän-bwanu#@#2151#@#3180#@#214#@#31;75
français#@#son brassard#@#2231#@#275#@#284#@#31;pije#@#wän-hi-n (T7)#@#2227#@#1050#@#281#@#35;fwâi#@#vän-hi-n#@#2228#@#1581#@#192#@#34;nemi 1 (Temala)#@#wän-hi-n#@#2226#@#2116#@#191#@#36;nemi 2 (côte est)#@#wän-hi-n#@#2226#@#2650#@#190#@#34;jawe#@#wên-hi-n#@#2222#@#3181#@#192#@#35;75
français#@#lien en bourao au genou#@#2304#@#278#@#553#@#39;pije#@#wân-ganjili-n (T)#@#2300#@#1053#@#426#@#40;fwâi#@#wâän-ganjili-n#@#2297#@#1583#@#338#@#47;nemi 1 (Temala)#@#wâär-ganjili-n#@#2296#@#2117#@#337#@#48;nemi 2 (côte est)#@#wân-ganjili-n#@#2297#@#2651#@#336#@#42;jawe#@#wên-gajili-n#@#2294#@#3183#@#288#@#42;75
français#@#son turban#@#2373#@#279#@#240#@#32;pije#@#wärr-ga-n (T)#@#2369#@#1054#@#281#@#42;fwâi#@#wâr-ga-n#@#2371#@#1586#@#191#@#41;nemi 1 (Temala)#@#wän-bwa-n#@#2370#@#2120#@#216#@#35;nemi 2 (côte est)#@#wâän-bwa-n#@#2370#@#2651#@#217#@#34;jawe#@#wên-bwa-n#@#2367#@#3184#@#216#@#35;75
français#@#coiffure (en général) (chapeau, turban)#@#2442#@#279#@#500#@#87;pije#@#phaup#@#2444#@#1057#@#117#@#37;fwâi#@#faup#@#2444#@#1589#@#93#@#39;nemi 1 (Temala)#@#phaup#@#2444#@#2121#@#120#@#39;nemi 2 (côte est)#@#phaup#@#2442#@#2655#@#118#@#39;jawe#@#mweeng (Y) hyavuc (W)#@#2438#@#3186#@#235#@#89;75
français#@#son chapeau#@#2563#@#284#@#262#@#65;pije#@#hyau-n (T)#@#2559#@#1060#@#232#@#42;fwâi#@#hyau-n#@#2562#@#1591#@#143#@#41;nemi 1 (Temala)#@#hyau-n#@#2564#@#2126#@#142#@#40;nemi 2 (côte est)#@#hyau-n#@#2563#@#2657#@#143#@#41;jawe#@#mweenge-n (Y) hyaa-n (W)#@#2562#@#3189#@#306#@#88;75
français#@#sa parure, sa coiffure (en parlant du chef)#@#2680#@#287#@#528#@#85;pije#@#mueenga-n (T)#@#2679#@#1061#@#304#@#43;fwâi#@#mweenge-n#@#2691#@#1593#@#215#@#34;nemi 1 (Temala)#@#mweenge-n#@#2693#@#2126#@#216#@#32;nemi 2 (côte est)#@#mweenge-n#@#2693#@#2659#@#216#@#33;75
français#@#son aigrette#@#2798#@#288#@#285#@#41;pije#@#tho,, thoo-n#@#2801#@#1064#@#264#@#32;fwâi#@#tho, thoo-n#@#2804#@#1596#@#263#@#33;nemi 1 (Temala)#@#tho, thoo-n#@#2807#@#2130#@#262#@#33;nemi 2 (côte est)#@#tho, thoo-n#@#2805#@#2663#@#264#@#35;jawe#@#tho, thoo-n#@#2806#@#3195#@#263#@#34;75
français#@#chapeau très haut (ancienne coiffure)#@#471#@#104#@#641#@#85;pije#@#mwakau#@#471#@#870#@#138#@#33;fwâi#@#mwakau#@#469#@#1391#@#140#@#34;nemi 1 (Temala)#@#mwakau/ bwa-hava#@#467#@#1915#@#378#@#34;jawe#@#mwakau (Y)#@#464#@#2968#@#231#@#37;76
français#@#coiffure ancienne#@#592#@#104#@#400#@#33;fwâi#@#wenoweno#@#599#@#1390#@#189#@#25;nemi 1 (Temala)#@#wenoweno#@#598#@#1915#@#188#@#23;nemi 2 (côte est)#@#wenoweno#@#598#@#2441#@#189#@#21;jawe#@#gaodi#@#588#@#2967#@#111#@#37;76
français#@#mettre sur sa tête, mettre (un chapeau)#@#664#@#101#@#622#@#88;pije#@#patage (phaup) (T)#@#660#@#870#@#416#@#43;fwâi#@#parage (faup)#@#660#@#1391#@#301#@#42;nemi 1 (Temala)#@#patage (phaup)#@#658#@#1914#@#327#@#44;nemi 2 (côte est)#@#parage (phaup)#@#657#@#2441#@#326#@#43;jawe#@#na-dii (mweeng) (Y) paragoïi (hyavuc) (W)#@#655#@#2967#@#472#@#91;76
français#@#mettre un turban#@#785#@#101#@#382#@#30;pije#@#thai (phaup) (T)#@#779#@#870#@#369#@#42;fwâi#@#thai (faup)#@#779#@#1391#@#252#@#42;nemi 1 (Temala)#@#thai (phaup)#@#778#@#1915#@#277#@#40;nemi 2 (côte est)#@#thai (phaup)#@#778#@#2441#@#277#@#42;jawe#@#thai Chyavuc) (W)#@#778#@#2966#@#398#@#39;76
français#@#étoffe en banian#@#855#@#105#@#378#@#32;pije#@#thilic (T)#@#853#@#870#@#228#@#36;fwâi#@#thilic#@#853#@#1391#@#136#@#33;nemi 2 (côte est)#@#thilic#@#850#@#2441#@#137#@#33;jawe#@#wagi#@#850#@#2965#@#87#@#42;76
français#@#natte, manteau de pluie (terme en désuétude)#@#928#@#102#@#548#@#83;pije#@#jawan#@#926#@#873#@#111#@#39;fwâi#@#jawan#@#923#@#1394#@#113#@#41;nemi 1 (Temala)#@#jawan#@#923#@#1918#@#113#@#39;76
français#@#collier, pendentif,#@#1047#@#104#@#442#@#39;pije#@#pino, pinoo-n#@#1046#@#868#@#306#@#39;fwâi#@#pino, pinoo-n#@#1044#@#1391#@#306#@#38;nemi 1 (Temala)#@#pinor pinoo-n#@#1043#@#1914#@#307#@#39;nemi 2 (côte est)#@#pino, pinoo-n#@#1041#@#2440#@#307#@#41;jawe#@#pino, pinoo-n#@#1042#@#2965#@#309#@#40;76
français#@#sorte de pendentif#@#1119#@#105#@#422#@#41;pije#@#mecive/ pino meciwe#@#1118#@#867#@#449#@#38;fwâi#@#meiwe/ duuve-meiwe#@#1116#@#1390#@#426#@#33;nemi 1 (Temala)#@#meciwe/pino meciwe#@#1115#@#1913#@#427#@#37;nemi 2 (côte est)#@#mecivwe/ pino meciwe#@#1115#@#2438#@#451#@#39;jawe#@#meyiwe/pino meyiwe#@#1113#@#2964#@#428#@#41;76
français#@#bracelet, son bracelet#@#1194#@#102#@#522#@#36;pije#@#gukut#@#1191#@#868#@#114#@#41;fwâi#@#guut#@#1194#@#1390#@#91#@#36;nemi 1 (Temala)#@#gukut, gukule-n#@#1187#@#1914#@#356#@#43;nemi 2 (côte est)#@#guxut, guxule-n#@#1188#@#2438#@#356#@#42;jawe#@#guxut, guxule-n#@#1188#@#2964#@#356#@#42;76
français#@#sale#@#1462#@#105#@#89#@#32;pije#@#geek (T)#@#1458#@#868#@#182#@#41;fwâi#@#geek#@#1456#@#1390#@#94#@#42;nemi 1 (Temala)#@#geek#@#1455#@#1914#@#92#@#43;nemi 2 (côte est)#@#geek#@#1455#@#2438#@#94#@#42;jawe#@#geek#@#1455#@#2962#@#94#@#40;76
français#@#propre (quelqu'un)#@#1531#@#104#@#420#@#42;pije#@#koi geek ne nyang (T) koi geek ne yek#@#1528#@#870#@#874#@#43;nemi 1 (Temala)#@#koi geek ne-ek#@#1530#@#1915#@#330#@#39;nemi 2 (côte est)#@#koï geek ne-ek#@#1530#@#2441#@#329#@#39;76
français#@#propre (quelque chose)#@#1603#@#102#@#517#@#43;pije#@#koi geek thè-n (T)#@#1600#@#868#@#417#@#45;fwâi#@#koi geek rhè-n#@#1599#@#1391#@#329#@#42;nemi 1 (Temala)#@#koi geek tne-n#@#1600#@#1915#@#329#@#42;nemi 2 (côte est)#@#koi geek ne-n#@#1602#@#2440#@#305#@#40;76
français#@#rincer, laver (vaisselle)#@#1678#@#104#@#587#@#38;pije#@#nyage Chelam) (T)#@#1675#@#868#@#394#@#42;fwâi#@#nyage (helam)#@#1675#@#1391#@#300#@#39;nemi 1 (Temala)#@#nyage (helam)#@#1674#@#1914#@#303#@#39;nemi 2 (côte est)#@#nyage (helam)#@#1675#@#2438#@#303#@#38;jawe#@#nyabwe (gac)#@#1675#@#2964#@#278#@#38;76
français#@#laver le linge (en le tapant) faire la lessive#@#1750#@#104#@#682#@#82;fwâi#@#thare-aman#@#1747#@#1390#@#235#@#35;nemi 2 (côte est)#@#thare-aman#@#1746#@#2439#@#234#@#36;jawe#@#nyabwe-aman#@#1744#@#2962#@#261#@#42;76
français#@#frotter, gratter (cul de marmite)#@#1872#@#99#@#575#@#87;fwâi#@#yuwar i#@#1866#@#1390#@#135#@#49;nemi 1 (Temala)#@#yuati#@#1868#@#1913#@#111#@#42;nemi 2 (côte est)#@#yuari#@#1870#@#2438#@#110#@#39;jawe#@#yuari#@#1868#@#2962#@#112#@#40;76
français#@#se baigner#@#1995#@#104#@#230#@#42;pije#@#wân (T)#@#1990#@#866#@#158#@#37;fwâi#@#wän#@#1990#@#1390#@#68#@#34;nemi 1 (Temala)#@#wâän#@#1989#@#1913#@#69#@#33;nemi 2 (côte est)#@#wâän#@#1989#@#2437#@#69#@#33;jawe#@#wän#@#1989#@#2961#@#71#@#33;76
français#@#baigner quelqu'un#@#2067#@#101#@#406#@#43;pije#@#vhe-wäni sang (T)#@#2063#@#867#@#395#@#43;fwâi#@#vha-wäni-ek#@#2058#@#1388#@#258#@#38;nemi 1 (Temala)#@#fe-wâäni-ek#@#2063#@#1915#@#232#@#34;nemi 2 (côte est)#@#huäâ-wäni-ek#@#2063#@#2440#@#258#@#34;jawe#@#phäâäni#@#2063#@#2964#@#133#@#39;76
français#@#se chauffer au soleil (pour se sécher)#@#2140#@#102#@#640#@#88;pije#@#hi-hnegat (T)#@#2136#@#867#@#300#@#42;fwâi#@#hi-hnegat#@#2137#@#1391#@#208#@#41;nemi 1 (Temala)#@#hinegat#@#2137#@#1914#@#161#@#39;nemi 2 (côte est)#@#hinegat#@#2137#@#2438#@#162#@#39;jawe#@#hinegat#@#2137#@#2964#@#161#@#39;76
français#@#étaler au soleil pour sécher#@#2264#@#102#@#664#@#39;pije#@#haleei (T)#@#2260#@#867#@#228#@#36;fwâi#@#haleeï#@#2260#@#1390#@#132#@#35;nemi 1 (Temala)#@#haleei#@#2259#@#1914#@#134#@#34;nemi 2 (côte est)#@#haleeïi#@#2260#@#2438#@#133#@#33;jawe#@#haleeïi#@#2260#@#2964#@#132#@#33;76
français#@#se coiffer#@#2338#@#101#@#233#@#31;pije#@#thivi ga-n (T)#@#2333#@#867#@#323#@#42;fwâi#@#thivi ga-n#@#2333#@#1388#@#235#@#42;nemi 1 (Temala)#@#thivi bwa-n#@#2332#@#1913#@#260#@#35;nemi 2 (côte est)#@#thii bwa-n#@#2332#@#2437#@#236#@#36;jawe#@#thii bwa-n#@#2332#@#2961#@#238#@#35;76
